"","Category_Level_2Accessories","Category_Level_2Bags","Category_Level_2Beauty.Boxes","Category_Level_2Body.Care","Category_Level_2Books","Category_Level_2Clothing","Category_Level_2DVD.and.Blu.Ray","Category_Level_2Footwear","Category_Level_2Fragrance","Category_Level_2Games","Category_Level_2Garden","Category_Level_2Gifting","Category_Level_2Gifts","Category_Level_2Hair.Care","Category_Level_2Health.and.Beauty.Electricals","Category_Level_2Health.and.Beauty.Gift.Sets","Category_Level_2Homeware","Category_Level_2Make.Up","Category_Level_2Merchandise","Category_Level_2Music","Category_Level_2Nail.Care","Category_Level_2NULL","Category_Level_2Shaving","Category_Level_2Skin.Care","Category_Level_2Sports","Category_Level_2Sports.Nutrition","Category_Level_2Tech","Category_Level_2Toys","Delivery_Option_Type_Key","Payment_Method_Key","Locale_Key","Order_Sequence_No","Medium_Key","Campaign_Key","Order_Payment_Status_Key","Payment_Provider_Key","Ordered_Product_Key","Product_Charge_Price","Ordered_Qty","Cancelled_Qty","pay_key_num","num_valid","count","prop","canc_prop","fraud_status","Site_Key"
"53",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,1,48,123836,0,1,1927107,70,1,0,0,1,1,1,0,0,"11"
"54",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,3,2,-1,82900,7,1,2344034,39,1,1,7,0,3,0,1,0,"11"
"55",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,3,3,-1,82900,7,1,2092625,40,1,1,7,0,3,0,1,0,"11"
"56",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,1,48,123836,0,1,2112600,65,2,2,0,2,2,1,1,0,"11"
"57",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,1,48,123836,0,2,2412484,98.98,1,0,0,1,1,1,0,0,"11"
"58",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,3,2,48,123836,0,1,2112600,65,1,0,0,2,2,1,0,0,"11"
"59",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,1,13,3601,0,2,1951733,15.34,1,1,0,1,1,1,1,0,"11"
"60",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,118,2,0,1,2412410,40.6,1,0,0,2,2,1,0,0,"11"
"61",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,118,2,0,1,2355751,38,1,0,0,2,2,1,0,0,"11"
"62",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,106,2,0,1,2359651,66,1,0,0,1,1,1,0,0,"11"
"63",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,13,3601,0,1,2188332,72,1,0,0,1,1,1,0,0,"11"
"64",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,1,48,74494,0,2,2443119,33.33,1,0,0,1,1,1,0,0,"11"
"65",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,1,1,2,7,1,2465049,45,1,1,7,0,3,0,1,0,"11"
"66",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,1,13,3601,0,2,2460918,69.69,1,0,0,1,1,1,0,0,"11"
"67",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,1,48,123836,0,2,1951734,19.18,1,0,0,1,1,1,0,0,"11"
"68",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,2,1,2,7,1,2125288,85,1,1,7,0,3,0,1,0,"11"
"69",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,3,59,7733,7,1,2242810,45,1,1,7,0,3,0,1,0,"11"
"70",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,1,106,2,0,1,2460836,59.3677,1,1,0,1,1,1,1,0,"11"
"71",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,1,48,123836,0,2,1951733,19.18,1,1,0,1,1,1,1,0,"11"
"72",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,3,1,13,3601,7,1,2456422,139,1,1,7,0,4,0,1,0,"11"
"73",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,3,1,13,3601,7,1,2125390,125,1,1,7,0,4,0,1,0,"11"
"74",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,3,1,13,3601,7,1,2216639,135,1,1,7,0,4,0,1,0,"11"
"75",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,3,1,13,3601,7,1,2352339,135,1,1,7,0,4,0,1,0,"11"
"76",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,48,82900,0,1,2042718,85,1,0,0,1,1,1,0,0,"11"
"77",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,1,1,2,0,1,2344824,70,1,1,0,1,1,1,1,0,"11"
"78",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,48,124072,0,1,2258851,34.3708,1,0,0,1,1,1,0,0,"11"
"79",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,3,1,-1,82900,0,4,2429785,100.7707,1,0,0,1,1,1,0,0,"11"
"80",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,1,48,124072,0,1,2251294,46.8693,1,1,0,1,1,1,1,0,"11"
"81",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,3,1,-1,82900,7,1,2102908,230,1,1,7,0,2,0,1,0,"11"
"82",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,3,1,-1,82900,7,1,1850988,260,1,1,7,0,2,0,1,0,"11"
"83",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,3,1,1,2,7,1,1901306,57.2847,1,1,7,0,3,0,1,0,"11"
"84",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,3,1,1,2,7,1,1901313,57.2847,1,1,7,0,3,0,1,0,"11"
"85",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,3,1,1,2,7,1,2336104,18.7477,1,1,7,0,3,0,1,0,"11"
"86",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,3,1,13,3601,0,4,2460945,75,1,0,0,1,1,1,0,0,"11"
"87",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,5,1,2,0,1,2276536,34.3708,1,0,0,6,10,0.6,0,0,"11"
"88",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,6,1,2,7,1,2465282,46.8693,1,1,7,6,10,0.6,1,0,"11"
"89",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,7,1,2,7,1,1729269,46.8693,1,1,7,6,10,0.6,1,0,"11"
"90",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,8,1,2,7,1,2465274,46.8693,1,1,7,6,10,0.6,1,0,"11"
"91",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,9,1,2,0,1,2276535,34.3708,1,1,0,6,10,0.6,1,0,"11"
"92",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,10,1,2,0,1,2208183,26.0385,1,0,0,6,10,0.6,0,0,"11"
"93",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,11,1,2,0,1,2361455,14.5816,1,0,0,6,10,0.6,0,0,"11"
"94",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,12,1,2,0,1,2361457,14.5816,1,1,0,6,10,0.6,1,0,"11"
"95",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,13,1,2,7,1,1729270,46.8693,1,1,7,6,10,0.6,1,0,"11"
"96",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,1,-1,82900,7,1,1729214,47,1,1,7,0,2,0,1,0,"11"
"97",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,106,2,0,1,2242830,38.25,1,0,0,1,1,1,0,0,"11"
"98",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,3,3,106,2,0,4,2323365,43,1,0,0,2,2,1,0,0,"11"
"99",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,3,1,13,3601,0,4,2460839,72,1,0,0,1,1,1,0,0,"11"
"100",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,58,3,1,13,3601,0,4,2460945,75,1,0,0,1,1,1,0,0,"11"
"101",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,3,1,13,3601,0,4,2460934,51,1,0,0,1,1,1,0,0,"11"
"102",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,1,13,3601,7,1,2429840,116.3938,1,1,7,0,1,0,1,0,"11"
"103",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,48,74673,0,1,2251046,60,1,0,0,1,1,1,0,0,"11"
"104",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,106,2,0,1,2359706,42,1,0,0,1,1,1,0,0,"11"
"105",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,1,48,123836,0,1,2242831,45,1,0,0,2,2,1,0,0,"11"
"106",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,1,48,123836,0,1,2344962,93,1,0,0,2,2,1,0,0,"11"
"107",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,1,13,3601,0,2,2460935,51.51,1,0,0,1,1,1,0,0,"11"
"108",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,106,2,0,1,1729212,32.9,1,0,0,1,1,1,0,0,"11"
"109",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,1,13,3601,0,1,2460846,69.0357,1,0,0,4,4,1,0,0,"11"
"110",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,1,13,3601,0,1,2460839,75.3109,1,0,0,4,4,1,0,0,"11"
"111",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,1,13,3601,0,1,2456843,63.75,1,0,0,1,1,1,0,0,"11"
"112",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,1,13,3601,0,2,2456826,49.24,1,0,0,1,1,1,0,0,"11"
"113",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,6,-1,82900,0,2,2251036,27.27,1,0,0,1,1,1,0,0,"11"
"114",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,106,2,0,1,1895907,40,1,0,0,2,2,1,0,0,"11"
"115",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,106,2,0,1,2420066,47.2,1,0,0,2,2,1,0,0,"11"
"116",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,1,13,3601,0,1,1915280,50,1,0,0,1,1,1,0,0,"11"
"117",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,3,18,118,2,0,4,2409792,62.4924,1,0,0,33,33,1,0,0,"11"
"118",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,3,18,118,2,0,4,2344908,67.7001,1,0,0,33,33,1,0,0,"11"
"119",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,1,13,3601,0,2,1951734,15.34,1,0,0,2,2,1,0,0,"11"
"120",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,1,13,3601,0,2,2347449,4.04,1,0,0,2,2,1,0,0,"11"
"121",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,1,1,2,0,1,2423949,54,1,0,0,1,1,1,0,0,"11"
"122",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,1,1,2,0,1,2201832,144,1,0,0,1,1,1,0,0,"11"
"123",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,3,5,59,21677,0,4,2336141,123,1,0,0,2,2,1,0,0,"11"
"124",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,3,5,59,21677,0,4,2412662,98,1,0,0,2,2,1,0,0,"11"
